application_id,gender,age,region,education,experience_years,annual_income,credit_score,loan_amount,application_date,decision,processing_time_days,consent_for_fairness_audit
APP10260,Male,60.0,South,Bachelor,36,102106.0,698.0,41390.0,2025-03-01,Approved,2.6,Yes
APP10261,Female,22.0,East,Bachelor,1,77293.0,640.0,18030.0,2025-03-07,Rejected,4.0,Yes
APP10262,Non-Binary,40.0,East,Bachelor,10,85186.0,653.0,26565.0,2025-11-17,Approved,1.0,Yes
APP10263,Male,21.0,North,Master,0,18000.0,598.0,9168.0,2025-05-04,Approved,3.2,Yes
APP10264,Female,57.0,South,Master,37,99275.0,657.0,17705.0,2025-06-13,Approved,2.1,Yes
APP10265,Female,29.0,East,Bachelor,2,60905.0,741.0,29628.0,2025-06-08,Approved,2.1,Yes
APP10266,Female,37.0,South,Master,16,48089.0,680.0,5017.0,2025-02-26,Approved,2.8,Yes
APP10267,Female,29.0,West,Bachelor,3,61158.0,766.0,17365.0,2025-03-19,Rejected,3.5,Yes
APP10268,Female,31.0,East,Bachelor,3,32330.0,676.0,13865.0,2025-07-13,Approved,3.2,Yes
APP10269,Male,35.0,East,High School,7,88055.0,583.0,26705.0,2025-10-12,Rejected,2.1,Yes
APP10270,Male,44.0,South,PhD,17,57621.0,735.0,31896.0,2025-01-15,Approved,4.4,Yes
APP10271,Female,58.0,East,High School,28,48750.0,639.0,33906.0,2025-01-12,Approved,2.3,Yes
APP10272,Female,55.0,South,Bachelor,26,61303.0,672.0,36986.0,2025-04-11,Approved,2.5,Yes
APP10273,Female,50.0,East,High School,22,89596.0,783.0,41465.0,2025-06-05,Approved,3.9,Yes
APP10274,Female,51.0,North,Bachelor,30,67892.0,603.0,32287.0,2025-12-06,Approved,3.9,No
APP10275,Female,25.0,South,Bachelor,0,33987.0,702.0,47648.0,2025-05-05,Approved,2.7,Yes
APP10276,Female,34.0,East,High School,11,75230.0,687.0,26434.0,2025-12-25,Approved,1.0,Yes
APP10277,Female,31.0,West,High School,8,44562.0,743.0,22920.0,2025-10-07,Approved,2.3,Yes
APP10278,Female,29.0,East,High School,5,18000.0,754.0,32288.0,2025-04-20,Approved,3.7,Yes
APP10279,Female,54.0,West,Bachelor,32,97912.0,710.0,22403.0,2025-11-30,Approved,4.4,Yes
APP10280,Female,32.0,West,Master,12,75059.0,663.0,47231.0,2025-12-23,Approved,3.4,Yes
APP10281,Female,55.0,North,Bachelor,28,63278.0,726.0,38572.0,2025-05-26,Approved,2.9,Yes
APP10282,Male,55.0,South,Bachelor,31,57397.0,790.0,34003.0,2025-08-04,Approved,6.5,Yes
APP10283,Male,21.0,East,Master,0,95736.0,688.0,26577.0,2025-06-11,Approved,3.0,Yes
APP10284,Male,60.0,North,High School,31,132917.0,670.0,20110.0,2025-05-08,Approved,4.3,Yes
APP10285,Female,42.0,East,Bachelor,16,74873.0,719.0,33416.0,2025-11-10,Approved,1.8,Yes
APP10286,Male,49.0,West,PhD,23,42348.0,693.0,11475.0,2025-11-28,Approved,2.1,Yes
APP10287,Male,28.0,South,Bachelor,8,61602.0,590.0,43412.0,2025-05-30,Approved,4.3,Yes
APP10288,Female,31.0,East,Bachelor,3,74473.0,708.0,22868.0,2025-02-05,Approved,4.9,Yes
APP10289,Male,57.0,East,Bachelor,36,18000.0,589.0,28661.0,2025-06-22,Approved,3.0,Yes
APP10290,Female,34.0,West,Bachelor,10,72359.0,718.0,14085.0,2025-01-22,Approved,1.1,Yes
APP10291,Male,50.0,East,Bachelor,26,74601.0,630.0,33676.0,2025-07-25,Approved,3.3,Yes
APP10292,Male,55.0,East,High School,28,94180.0,693.0,19555.0,2025-05-07,Approved,3.7,Yes
APP10293,Female,41.0,West,High School,14,91887.0,719.0,32791.0,2025-12-02,Rejected,3.6,No
APP10294,Male,57.0,North,High School,31,67446.0,850.0,34089.0,2025-12-22,Approved,2.8,Yes
APP10295,Male,25.0,West,Master,0,98322.0,746.0,17228.0,2025-08-05,Approved,3.3,Yes
APP10296,Female,39.0,North,Master,9,109785.0,792.0,11518.0,2025-04-06,Approved,2.5,Yes
APP10297,Female,34.0,South,High School,9,65615.0,830.0,43383.0,2025-06-13,Approved,2.1,Yes
APP10298,Male,46.0,North,High School,21,74200.0,727.0,22692.0,2025-05-28,Approved,4.5,Yes
APP10299,Female,24.0,North,Master,0,26119.0,711.0,27698.0,2025-01-18,Approved,3.6,Yes
APP10300,Male,45.0,South,High School,17,33079.0,610.0,30826.0,2025-10-21,Rejected,3.3,No
APP10301,Male,45.0,North,Bachelor,20,46560.0,681.0,9956.0,2025-07-14,Approved,2.8,Yes
APP10302,Female,38.0,West,PhD,17,55240.0,636.0,30552.0,2025-05-31,Approved,3.3,Yes
APP10303,Female,60.0,North,Bachelor,39,40885.0,660.0,26190.0,2025-12-31,Approved,3.7,Yes
APP10304,Female,28.0,South,Master,4,64208.0,830.0,17278.0,2025-05-03,Approved,5.7,Yes
APP10305,Female,59.0,West,PhD,36,55898.0,699.0,11122.0,2025-07-06,Approved,4.4,Yes
APP10306,Non-Binary,60.0,South,Bachelor,30,88560.0,624.0,32271.0,2025-05-29,Approved,2.6,Yes
APP10307,Female,34.0,South,High School,13,54555.0,793.0,38533.0,2025-04-14,Approved,2.6,Yes
APP10308,Male,52.0,East,Bachelor,30,18000.0,762.0,27143.0,2025-08-31,Approved,2.4,Yes
APP10309,Female,58.0,East,Master,32,67767.0,766.0,7786.0,2025-08-19,Approved,3.2,Yes
APP10310,Male,53.0,South,Master,26,64688.0,540.0,12312.0,2025-07-25,Approved,2.4,Yes
APP10311,Male,43.0,South,Master,18,46035.0,836.0,19815.0,2025-07-17,Approved,4.1,Yes
APP10312,Male,35.0,North,High School,5,67090.0,648.0,43775.0,2025-12-03,Approved,1.0,Yes
APP10313,Male,53.0,North,Master,29,41344.0,748.0,22039.0,2025-03-28,Approved,4.2,Yes
APP10314,Non-Binary,45.0,East,Master,25,72256.0,850.0,19377.0,2025-05-22,Approved,3.9,Yes
APP10315,Female,37.0,North,Bachelor,10,122924.0,850.0,5000.0,2025-11-13,Approved,5.1,Yes
APP10316,Female,53.0,North,Master,31,25277.0,617.0,17120.0,2025-07-18,Approved,4.6,Yes
APP10317,Male,22.0,South,Master,0,53643.0,582.0,10205.0,2025-02-15,Approved,2.6,Yes
APP10318,Male,34.0,West,Master,12,50117.0,797.0,12962.0,2025-10-15,Approved,4.5,Yes
APP10319,Male,60.0,West,Bachelor,34,55468.0,701.0,26439.0,2025-01-15,Approved,3.3,Yes
APP10320,Male,60.0,East,Bachelor,34,87438.0,652.0,20186.0,2025-02-13,Approved,1.0,Yes
APP10321,Female,59.0,East,High School,31,76942.0,737.0,45394.0,2025-06-18,Approved,3.7,No
APP10322,Female,26.0,East,Bachelor,2,83673.0,678.0,37936.0,2025-11-06,Approved,2.7,Yes
APP10323,Female,26.0,South,Bachelor,0,65671.0,743.0,17693.0,2025-02-13,Approved,3.5,Yes
APP10324,Male,23.0,West,Master,0,35914.0,695.0,13998.0,2025-04-08,Rejected,5.6,Yes
APP10325,Female,27.0,North,PhD,0,40477.0,744.0,41592.0,2025-09-18,Approved,3.8,Yes
APP10326,Female,28.0,South,Master,1,81418.0,623.0,44921.0,2025-04-19,Rejected,2.2,Yes
APP10327,Female,35.0,North,High School,15,68758.0,797.0,5000.0,2025-10-10,Approved,4.8,Yes
APP10328,Female,49.0,North,Bachelor,25,92725.0,742.0,26114.0,2025-12-09,Approved,4.0,Yes
APP10329,Male,53.0,South,High School,31,71452.0,738.0,21977.0,2025-04-14,Approved,2.0,Yes
APP10330,Male,50.0,North,Master,30,38974.0,606.0,32789.0,2025-09-13,Approved,1.4,No
APP10331,Male,59.0,West,Master,36,53518.0,817.0,48312.0,2025-07-25,Approved,2.2,Yes
APP10332,Female,47.0,North,Master,20,77426.0,689.0,19191.0,2025-12-01,Approved,4.6,Yes
APP10333,Male,56.0,West,Bachelor,34,80627.0,745.0,5000.0,2025-02-12,Approved,3.1,Yes
APP10334,Male,49.0,West,Master,20,83812.0,666.0,31948.0,2025-12-19,Approved,3.6,Yes
APP10335,Male,58.0,West,Master,37,41932.0,710.0,41680.0,2025-09-02,Approved,1.8,Yes
APP10336,Male,53.0,East,Bachelor,23,38577.0,712.0,21355.0,2025-10-14,Approved,4.6,Yes
APP10337,Female,57.0,North,Master,29,60824.0,479.0,16540.0,2025-12-21,Rejected,1.0,Yes
APP10338,Female,47.0,South,Bachelor,18,96682.0,734.0,19753.0,2025-09-30,Approved,2.6,Yes
APP10339,Male,53.0,South,Bachelor,29,49735.0,837.0,35202.0,2025-03-24,Approved,4.0,Yes
APP10340,Male,24.0,North,Bachelor,0,75009.0,730.0,19546.0,2025-04-20,Approved,2.0,Yes
APP10341,Female,42.0,East,Bachelor,12,75011.0,618.0,28945.0,2025-07-09,Rejected,4.3,Yes
APP10342,Male,22.0,East,Bachelor,0,81737.0,739.0,25334.0,2025-10-15,Approved,2.4,Yes
APP10343,Male,30.0,West,Bachelor,9,101618.0,769.0,24095.0,2025-09-08,Approved,1.9,Yes
APP10344,Male,25.0,North,Bachelor,0,99362.0,728.0,33416.0,2025-07-31,Approved,5.2,Yes
APP10345,Male,30.0,North,Bachelor,2,51919.0,684.0,19257.0,2025-10-18,Approved,3.7,Yes
APP10346,Female,53.0,South,Bachelor,30,18846.0,672.0,19833.0,2025-05-13,Approved,4.2,Yes
APP10347,Female,58.0,North,Bachelor,35,50072.0,672.0,34571.0,2025-07-20,Approved,4.8,No
APP10348,Male,33.0,East,Bachelor,8,66665.0,742.0,13157.0,2025-10-12,Approved,1.0,Yes
APP10349,Male,51.0,North,Bachelor,22,57044.0,584.0,14437.0,2025-11-22,Approved,4.3,Yes
APP10350,Female,56.0,South,High School,27,108294.0,662.0,9876.0,2025-04-05,Approved,2.5,Yes
APP10351,Female,44.0,West,Bachelor,15,65413.0,810.0,35188.0,2025-10-05,Approved,2.7,Yes
APP10352,Female,35.0,South,High School,10,79382.0,813.0,23737.0,2025-11-21,Approved,4.1,Yes
APP10353,Female,49.0,South,Bachelor,29,69779.0,579.0,9237.0,2025-08-07,Rejected,3.0,Yes
APP10354,Male,28.0,West,Master,0,57374.0,605.0,35246.0,2025-03-30,Rejected,4.3,Yes
APP10355,Male,25.0,South,Bachelor,4,22654.0,670.0,18333.0,2025-03-13,Approved,3.4,Yes
APP10356,Female,49.0,South,Bachelor,25,63270.0,757.0,14540.0,2025-09-04,Approved,3.7,Yes
APP10357,Male,24.0,North,PhD,0,136602.0,553.0,22652.0,2025-05-09,Approved,2.9,Yes
APP10358,Female,32.0,North,Master,9,37622.0,686.0,42745.0,2025-07-31,Approved,2.1,Yes
APP10359,Female,22.0,West,Master,0,25073.0,654.0,20260.0,2025-12-09,Approved,2.5,Yes
APP10360,Female,47.0,North,Master,25,107601.0,789.0,31904.0,2025-04-06,Approved,3.4,Yes
APP10361,Male,51.0,North,High School,25,81326.0,564.0,33725.0,2025-03-16,Approved,5.9,Yes
APP10362,Female,56.0,South,High School,31,69123.0,697.0,30319.0,2025-02-23,Approved,5.4,Yes
APP10363,Male,56.0,East,Bachelor,29,94979.0,660.0,40253.0,2025-12-10,Approved,2.7,Yes
APP10364,Female,46.0,North,Bachelor,24,46707.0,800.0,16515.0,2025-02-23,Approved,3.6,Yes
APP10365,Female,47.0,East,Bachelor,23,62655.0,735.0,12480.0,2025-08-06,Approved,3.1,Yes
APP10366,Male,25.0,North,Bachelor,0,86013.0,646.0,12244.0,2025-01-16,Approved,3.7,Yes
APP10367,Non-Binary,40.0,North,Bachelor,17,111428.0,754.0,23266.0,2025-04-09,Approved,3.8,Yes
APP10368,Female,31.0,West,Master,8,39292.0,661.0,13635.0,2025-01-20,Approved,4.2,Yes
APP10369,Male,30.0,West,Master,7,93176.0,765.0,26770.0,2025-02-15,Approved,1.0,Yes
APP10370,Male,60.0,West,Bachelor,31,73400.0,672.0,25924.0,2025-07-12,Approved,4.0,Yes
APP10371,Male,58.0,East,Master,31,68587.0,769.0,37223.0,2025-02-27,Approved,3.0,Yes
APP10372,Male,26.0,South,Bachelor,1,64830.0,723.0,28494.0,2025-04-21,Approved,2.6,Yes
APP10373,Male,28.0,North,Master,6,34538.0,698.0,20006.0,2025-05-09,Approved,4.5,Yes
APP10374,Female,43.0,North,High School,14,86188.0,686.0,29930.0,2025-12-03,Approved,5.4,Yes
APP10375,Male,46.0,North,PhD,22,47790.0,719.0,12638.0,2025-07-13,Approved,4.4,Yes
APP10376,Male,32.0,East,Master,7,41247.0,654.0,24542.0,2025-12-06,Approved,2.8,Yes
APP10377,Female,46.0,West,Bachelor,22,84480.0,690.0,28833.0,2025-11-22,Approved,2.1,Yes
APP10378,Male,33.0,South,High School,8,82361.0,487.0,26552.0,2025-01-08,Rejected,1.0,Yes
APP10379,Female,60.0,East,Bachelor,33,66738.0,725.0,29981.0,2025-01-29,Approved,3.7,Yes
APP10380,Male,38.0,West,High School,12,88750.0,791.0,17271.0,2025-04-22,Approved,4.3,Yes
APP10381,Male,45.0,East,High School,21,96371.0,720.0,38824.0,2025-06-10,Approved,3.4,No
APP10382,Female,53.0,South,Bachelor,24,93781.0,591.0,46866.0,2025-05-11,Approved,4.7,Yes
APP10383,Female,60.0,West,Bachelor,35,53378.0,630.0,5768.0,2025-07-07,Approved,1.8,Yes
APP10384,Female,32.0,East,Master,9,87310.0,508.0,10413.0,2025-06-12,Approved,3.3,Yes
APP10385,Female,56.0,South,Master,28,69656.0,763.0,25517.0,2025-07-16,Approved,3.2,Yes
APP10386,Female,24.0,North,Bachelor,1,66535.0,615.0,21921.0,2025-12-30,Approved,3.4,Yes
APP10387,Male,25.0,South,Bachelor,5,62278.0,688.0,47757.0,2025-07-23,Approved,5.0,Yes
APP10388,Male,57.0,North,High School,31,57158.0,678.0,27637.0,2025-07-31,Approved,3.4,Yes
APP10389,Female,28.0,East,Master,2,51496.0,802.0,41711.0,2025-04-19,Approved,3.1,No
APP10390,Female,48.0,West,Bachelor,25,69164.0,696.0,5000.0,2025-10-03,Approved,2.3,Yes
APP10391,Non-Binary,51.0,West,PhD,29,75268.0,751.0,34770.0,2025-03-14,Approved,5.2,Yes
APP10392,Male,29.0,East,Master,2,75691.0,731.0,16414.0,2025-06-16,Approved,1.6,Yes
APP10393,Male,49.0,West,Bachelor,25,72682.0,792.0,16221.0,2025-09-17,Approved,2.8,Yes
APP10394,Female,34.0,West,High School,5,79763.0,672.0,22020.0,2025-08-31,Approved,5.7,Yes
APP10395,Male,60.0,North,Master,34,60104.0,830.0,7905.0,2025-10-02,Approved,4.1,Yes
APP10396,Female,42.0,East,Master,19,45805.0,541.0,30313.0,2025-04-12,Rejected,3.5,Yes
APP10397,Female,31.0,South,High School,8,43884.0,754.0,27289.0,2025-06-22,Approved,3.5,Yes
APP10398,Male,43.0,North,Bachelor,16,86451.0,625.0,28194.0,2025-06-20,Approved,2.3,Yes
APP10399,Female,21.0,East,Master,0,75347.0,653.0,35644.0,2025-05-21,Approved,3.4,Yes
APP10400,Female,57.0,North,High School,36,24172.0,733.0,43177.0,2025-07-07,Approved,3.0,Yes
APP10401,Male,41.0,South,Master,20,89129.0,732.0,20635.0,2025-03-27,Approved,3.7,Yes
APP10402,Female,46.0,South,Bachelor,24,106370.0,735.0,30728.0,2025-02-21,Approved,1.5,Yes
APP10403,Female,56.0,East,High School,34,49250.0,586.0,28516.0,2025-04-21,Approved,4.0,No
APP10404,Female,43.0,South,Master,23,72396.0,799.0,29531.0,2025-12-31,Approved,4.8,Yes
APP10405,Male,21.0,North,Bachelor,0,54584.0,622.0,29711.0,2025-12-08,Rejected,3.2,Yes
APP10406,Female,60.0,South,Bachelor,35,78823.0,632.0,44086.0,2025-02-12,Approved,4.3,No
APP10407,Male,35.0,North,High School,8,39348.0,738.0,19484.0,2025-07-30,Approved,3.9,Yes
APP10408,Male,41.0,North,High School,12,63428.0,668.0,6691.0,2025-07-19,Rejected,2.7,Yes
APP10409,Female,29.0,South,Bachelor,4,86589.0,713.0,16626.0,2025-10-25,Approved,2.1,Yes
APP10410,Male,29.0,East,Bachelor,5,92186.0,528.0,34087.0,2025-12-12,Approved,2.3,Yes
APP10411,Male,30.0,West,Bachelor,7,74383.0,711.0,25280.0,2025-08-28,Approved,3.9,Yes
APP10412,Female,46.0,South,Master,24,57541.0,706.0,19389.0,2025-04-25,Approved,3.4,No
APP10413,Female,55.0,North,Bachelor,32,29963.0,652.0,12082.0,2025-01-26,Approved,5.2,Yes
APP10414,Female,45.0,North,High School,19,48334.0,534.0,27655.0,2025-10-26,Approved,4.5,Yes
APP10415,Female,46.0,South,Bachelor,26,54676.0,674.0,32734.0,2025-03-18,Approved,4.5,Yes
APP10416,Male,31.0,East,Master,5,49650.0,687.0,28670.0,2025-05-17,Approved,3.8,Yes
APP10417,Male,58.0,East,Master,38,66310.0,662.0,21960.0,2025-01-20,Approved,2.2,Yes
APP10418,Male,22.0,North,Bachelor,1,57478.0,552.0,26760.0,2025-07-30,Approved,3.9,Yes
APP10419,Female,27.0,North,Bachelor,4,68787.0,810.0,26690.0,2025-08-28,Approved,3.6,Yes
APP10420,Female,38.0,East,Bachelor,18,91458.0,642.0,27276.0,2025-02-08,Rejected,2.0,Yes
APP10421,Female,47.0,West,Master,17,56058.0,673.0,10788.0,2025-09-25,Approved,5.1,Yes
APP10422,Female,54.0,South,Master,24,34577.0,509.0,27368.0,2025-07-26,Rejected,4.9,Yes
APP10423,Male,47.0,North,Master,17,49562.0,810.0,19713.0,2025-09-24,Approved,2.0,Yes
APP10424,Female,37.0,North,Master,9,77839.0,655.0,37487.0,2025-06-03,Rejected,2.7,Yes
APP10425,Male,44.0,East,Master,19,79915.0,697.0,26595.0,2025-02-11,Approved,2.8,Yes
APP10426,Female,45.0,South,High School,25,73934.0,774.0,35026.0,2025-01-11,Approved,4.3,Yes
APP10427,Male,27.0,East,Bachelor,7,93616.0,639.0,21379.0,2025-10-21,Approved,4.1,No
APP10428,Female,26.0,South,High School,1,60900.0,762.0,21811.0,2025-04-08,Approved,3.6,Yes
APP10429,Male,44.0,South,Bachelor,21,110148.0,535.0,42931.0,2025-10-02,Approved,3.9,Yes
APP10430,Male,53.0,South,Master,30,83000.0,731.0,30236.0,2025-08-18,Approved,1.8,Yes
APP10431,Male,49.0,North,Bachelor,19,18000.0,698.0,16426.0,2025-08-08,Approved,4.0,Yes
APP10432,Female,42.0,West,Bachelor,17,104614.0,646.0,35764.0,2025-03-06,Approved,3.4,Yes
APP10433,Female,46.0,East,High School,16,48126.0,774.0,18600.0,2025-12-21,Approved,2.6,Yes
APP10434,Male,48.0,West,Bachelor,22,42250.0,828.0,27708.0,2025-08-20,Approved,1.5,Yes
APP10435,Male,41.0,East,Bachelor,13,76523.0,671.0,47040.0,2025-11-24,Approved,3.5,Yes
APP10436,Female,27.0,South,Bachelor,0,26760.0,665.0,7825.0,2025-02-21,Approved,4.0,Yes
APP10437,Male,37.0,North,Bachelor,13,49700.0,623.0,22891.0,2025-09-20,Approved,1.3,Yes
APP10438,Female,40.0,West,Bachelor,12,99256.0,652.0,29899.0,2025-09-24,Approved,3.5,Yes
APP10439,Female,40.0,North,Bachelor,17,77237.0,629.0,34176.0,2025-12-25,Approved,3.7,Yes
APP10440,Male,42.0,East,High School,13,82869.0,623.0,10105.0,2025-11-13,Rejected,2.8,Yes
APP10441,Male,48.0,North,High School,27,50548.0,780.0,6571.0,2025-11-20,Approved,4.0,Yes
APP10442,Non-Binary,60.0,North,Bachelor,38,31156.0,631.0,38089.0,2025-06-03,Approved,3.3,Yes
APP10443,Male,27.0,West,Bachelor,0,80550.0,709.0,16355.0,2025-12-24,Approved,3.9,No
APP10444,Male,21.0,South,Master,1,85466.0,693.0,15853.0,2025-05-20,Approved,4.2,Yes
APP10445,Female,52.0,North,Bachelor,27,84470.0,802.0,43603.0,2025-02-20,Approved,4.2,No
APP10446,Female,33.0,South,Bachelor,8,69600.0,652.0,25836.0,2025-04-27,Approved,4.8,Yes
APP10447,Non-Binary,50.0,East,Master,30,43724.0,719.0,25915.0,2025-02-15,Approved,3.9,Yes
APP10448,Female,43.0,North,High School,13,118631.0,749.0,22842.0,2025-11-05,Approved,2.9,Yes
APP10449,Male,39.0,West,Bachelor,17,75555.0,802.0,10312.0,2025-03-29,Approved,2.7,Yes
APP10450,Male,52.0,East,Master,28,61174.0,651.0,33108.0,2025-07-27,Approved,2.1,Yes
APP10451,Female,50.0,East,Bachelor,28,61272.0,644.0,29913.0,2025-09-26,Approved,3.7,Yes
APP10452,Female,49.0,West,Bachelor,20,68291.0,610.0,27024.0,2025-03-30,Rejected,5.2,Yes
APP10453,Male,49.0,North,Master,27,88531.0,850.0,23604.0,2025-04-28,Approved,3.0,No
APP10454,Female,50.0,North,Master,21,69172.0,794.0,21492.0,2025-02-23,Approved,4.1,Yes
APP10455,Male,36.0,East,Bachelor,14,83887.0,687.0,35950.0,2025-04-26,Approved,2.5,Yes
APP10456,Female,60.0,North,Bachelor,36,68331.0,835.0,23304.0,2025-04-28,Approved,3.8,Yes
APP10457,Male,39.0,South,Bachelor,15,62528.0,682.0,24231.0,2025-09-17,Approved,5.1,Yes
APP10458,Male,38.0,West,Bachelor,15,79108.0,744.0,31359.0,2025-03-16,Approved,4.4,Yes
APP10459,Male,21.0,South,Bachelor,1,78272.0,691.0,27496.0,2025-11-01,Rejected,1.5,Yes
APP10460,Male,34.0,North,Bachelor,10,61268.0,720.0,44707.0,2025-01-07,Approved,4.2,Yes
APP10461,Male,22.0,East,Bachelor,0,48517.0,712.0,5000.0,2025-05-02,Approved,4.3,Yes
APP10462,Female,48.0,West,Bachelor,24,72518.0,658.0,28599.0,2025-01-11,Approved,3.7,Yes
APP10463,Female,50.0,North,Master,27,66724.0,772.0,16533.0,2025-12-14,Approved,4.4,Yes
APP10464,Female,58.0,North,Master,33,52793.0,744.0,13695.0,2025-08-03,Approved,2.4,Yes
APP10465,Non-Binary,24.0,East,High School,0,46467.0,767.0,19515.0,2025-10-06,Approved,3.6,Yes
APP10466,Male,21.0,East,Bachelor,0,74030.0,714.0,25656.0,2025-01-28,Approved,4.9,No
APP10467,Male,28.0,South,Bachelor,2,77102.0,622.0,26189.0,2025-08-23,Rejected,4.8,Yes
APP10468,Female,49.0,West,Bachelor,23,57079.0,818.0,6792.0,2025-11-09,Approved,4.2,Yes
APP10469,Male,59.0,West,Master,38,52241.0,670.0,18507.0,2025-01-26,Approved,2.4,Yes
APP10470,Non-Binary,23.0,East,Bachelor,1,46734.0,717.0,28375.0,2025-02-23,Approved,2.1,Yes
APP10471,Male,52.0,South,Bachelor,32,73410.0,738.0,14477.0,2025-01-29,Approved,3.6,Yes
APP10472,Non-Binary,30.0,West,High School,3,47313.0,717.0,11623.0,2025-12-19,Approved,3.7,Yes
APP10473,Male,30.0,East,High School,2,114305.0,759.0,5000.0,2025-06-13,Approved,3.4,Yes
APP10474,Female,39.0,North,Bachelor,16,55974.0,771.0,17042.0,2025-09-27,Approved,2.5,Yes
APP10475,Female,54.0,West,Bachelor,29,18000.0,673.0,11204.0,2025-11-30,Approved,4.1,Yes
APP10476,Non-Binary,53.0,South,PhD,25,64336.0,812.0,13193.0,2025-02-04,Approved,3.6,Yes
APP10477,Male,43.0,South,Bachelor,18,63393.0,670.0,21738.0,2025-10-13,Approved,3.9,Yes
APP10478,Female,48.0,South,Bachelor,20,89458.0,715.0,17802.0,2025-12-14,Approved,4.3,No
APP10479,Non-Binary,52.0,North,Bachelor,29,71339.0,661.0,11005.0,2025-09-30,Approved,3.1,Yes
APP10480,Female,27.0,West,High School,0,46656.0,639.0,5000.0,2025-07-27,Rejected,2.9,Yes
APP10481,Female,49.0,West,PhD,21,58699.0,768.0,28628.0,2025-08-26,Approved,4.9,Yes
APP10482,Female,28.0,North,Bachelor,5,72203.0,850.0,34034.0,2025-04-03,Approved,2.5,Yes
APP10483,Male,21.0,West,Master,0,18000.0,663.0,20239.0,2025-06-22,Approved,2.9,Yes
APP10484,Female,23.0,North,High School,0,94450.0,781.0,21811.0,2025-03-20,Approved,5.1,No
APP10485,Female,44.0,North,Bachelor,15,46714.0,666.0,25034.0,2025-04-20,Approved,2.8,Yes
APP10486,Female,43.0,North,Bachelor,18,96175.0,689.0,43945.0,2025-08-05,Rejected,3.4,Yes
APP10487,Male,28.0,South,Master,2,73634.0,822.0,6188.0,2025-12-24,Approved,3.0,Yes
APP10488,Male,57.0,West,High School,35,78851.0,609.0,20026.0,2025-04-16,Approved,1.2,No
APP10489,Female,23.0,North,Bachelor,0,90287.0,590.0,5000.0,2025-02-16,Rejected,3.3,Yes
APP10490,Female,53.0,West,PhD,26,77609.0,683.0,29348.0,2025-06-30,Approved,2.2,Yes
APP10491,Male,48.0,South,Bachelor,19,79803.0,740.0,23272.0,2025-03-05,Approved,3.8,Yes
APP10492,Female,28.0,North,Bachelor,3,61383.0,725.0,27436.0,2025-09-03,Approved,4.9,Yes
APP10493,Male,54.0,East,High School,25,73188.0,717.0,26837.0,2025-09-01,Approved,1.0,Yes
APP10494,Male,55.0,South,PhD,27,52075.0,693.0,36888.0,2025-11-16,Approved,3.0,Yes
APP10495,Male,52.0,East,High School,27,57445.0,749.0,31458.0,2025-03-28,Approved,4.1,Yes
APP10496,Male,44.0,West,Master,16,108223.0,471.0,34966.0,2025-08-05,Approved,1.0,Yes
APP10497,Female,34.0,West,Master,11,47220.0,634.0,12214.0,2025-01-07,Approved,5.2,Yes
APP10498,Male,52.0,South,Bachelor,25,68395.0,683.0,39318.0,2025-10-05,Approved,4.0,Yes
APP10499,Non-Binary,36.0,West,Master,6,67496.0,743.0,16332.0,2025-12-03,Approved,4.9,Yes
APP10500,Non-Binary,24.0,East,High School,1,58163.0,802.0,17022.0,2025-07-29,Approved,2.8,Yes
